         6032 function calls (5989 primitive calls) in 2.882 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:51(_wrapfunc)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/parallel.py:81(delayed)
        3    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/_parallel_backends.py:46(__init__)
        6    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/inspect.py:3261(signature)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/connection.py:376(_close)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/treeple/_lib/sklearn/ensemble/_forest.py:667(<genexpr>)
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        3    0.000    0.000    0.000    0.000 <string>:2(__init__)
       16    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/threading.py:1152(name)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/validation.py:454(check_consistent_length)
        4    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/validation.py:673(_ensure_no_complex_data)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/uuid.py:334(hex)
        6    0.000    0.000    0.000    0.000 {built-in method posix.getpid}
        3    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/treeple/_lib/sklearn/tree/_classes.py:1264(__init__)
        2    0.000    0.000    0.000    0.000 <frozen genericpath>:16(exists)
       12    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/inspect.py:378(isfunction)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/_ufunc_config.py:430(__init__)
       23    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _weakref._remove_dead_weakref}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/threading.py:1192(is_alive)
        1    0.000    0.000    0.001    0.001 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/parallel.py:1617(_start)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/multiclass.py:202(check_classification_targets)
        4    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_array_api.py:441(isdtype)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/synchronize.py:168(__init__)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/externals/loky/backend/context.py:148(_cpu_count_cgroup)
       22    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
        3    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/base.py:1183(__sklearn_tags__)
        5    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 <frozen _collections_abc>:771(get)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_unique.py:62(_cached_unique)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_unique.py:81(cached_unique)
       21    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
        3    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
        1    0.000    0.000    0.001    0.001 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/_parallel_backends.py:431(_get_pool)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:562(__init__)
        1    0.000    0.000    0.001    0.001 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/pool.py:929(__init__)
        5    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/validation.py:2343(_is_pandas_df)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/treeple/tree/_classes.py:1087(__sklearn_tags__)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/parallel.py:1242(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:445(_check_params)
        4    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/validation.py:318(_use_interchange_protocol)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/queue.py:213(_put)
       14    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/connection.py:118(__init__)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/connection.py:131(__del__)
       21    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/_ufunc_config.py:456(__exit__)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/treeple/_lib/sklearn/tree/_classes.py:1517(__sklearn_tags__)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/parallel.py:721(get_result)
       23    0.000    0.000    0.000    0.000 {built-in method builtins.id}
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/tempfile.py:143(rng)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/parallel.py:1520(_get_batch_size)
        6    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:595(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/treeple/_lib/sklearn/ensemble/_forest.py:652(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:89(_wrapreduction_any_all)
        4    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/ast.py:33(parse)
        1    0.000    0.000    0.000    0.000 <frozen os>:756(encode)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/externals/loky/backend/context.py:184(_cpu_count_affinity)
       18    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/threading.py:366(notify)
        3    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/treeple/_lib/sklearn/tree/_classes.py:127(__init__)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:611(__init__)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/ensemble/_base.py:142(<dictcomp>)
       23    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:436(__init__)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:366(is_satisfied_by)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/parallel.py:73(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/parallel.py:581(__init__)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:211(reshape)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/validation.py:2780(_check_n_features)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/parallel.py:694(__init__)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/parallel.py:107(delayed_function)
        4    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/validation.py:731(_is_extension_array_dtype)
        1    0.000    0.000    0.001    0.001 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/pool.py:305(_repopulate_pool)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/_parallel_backends.py:247(effective_n_jobs)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/_parallel_backends.py:420(configure)
       11    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {built-in method numpy.asanyarray}
        4    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_array_api.py:232(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/contextlib.py:299(helper)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.ascontiguousarray}
       16    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/synchronize.py:90(_make_methods)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/validation.py:2687(_check_feature_names)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_array_api.py:415(unique_values)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_array_api.py:397(astype)
        3    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/base.py:299(__sklearn_clone__)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/pool.py:157(__init__)
       16    0.000    0.000    0.000    0.000 {built-in method math.floor}
        3    0.000    0.000    0.000    0.000 {method 'getbuffer' of '_io.BytesIO' objects}
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:70(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {method 'get' of '_queue.SimpleQueue' objects}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/treeple/_lib/sklearn/ensemble/_forest.py:1577(__sklearn_tags__)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:2477(any)
        1    0.000    0.000    0.000    0.000 <string>:2(__eq__)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/_parallel_backends.py:144(get_nested_backend)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/lib/_function_base_impl.py:898(copy)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:2879(cumsum)
        3    0.000    0.000    0.000    0.000 {method 'reset' of '_contextvars.ContextVar' objects}
        3    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_array_api.py:246(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/validation.py:172(assert_all_finite)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/getlimits.py:721(max)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_unique.py:105(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/lib/_arraysetops_impl.py:132(_unpack_tuple)
        6    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_array_api.py:315(_check_device_cpu)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/shape_base.py:21(atleast_1d)
        3    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/validation.py:1394(_check_y)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/weakref.py:352(__init__)
        5    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/deprecation.py:148(_deprecate_force_all_finite)
        4    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/validation.py:683(_check_estimator_name)
        6    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        6    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:298(is_satisfied_by)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/threading.py:90(RLock)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/context.py:237(get_context)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/parallel.py:24(_with_config)
       11    0.000    0.000    0.000    0.000 {built-in method _operator.lt}
       15    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/copy.py:182(_deepcopy_atomic)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/treeple/_lib/sklearn/tree/_classes.py:186(_support_missing_values)
        3    0.000    0.000    0.000    0.000 {built-in method numpy._core._multiarray_umath._make_extobj}
        9    0.000    0.000    0.000    0.000 {built-in method _operator.ge}
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/validation.py:2370(_get_feature_names)
        3    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/queue.py:209(_qsize)
        6    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/queue.py:217(_get)
        2    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/validation.py:472(<listcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method __new__ of type object at 0x866f00}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        4    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/_parallel_backends.py:109(compute_batch_size)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        9    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/parallel.py:117(__init__)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:570(is_satisfied_by)
        3    0.000    0.000    0.000    0.000 {method '__enter__' of '_multiprocessing.SemLock' objects}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/parallel.py:760(_return_or_raise)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/logger.py:67(__init__)
        3    0.000    0.000    0.000    0.000 {method '__exit__' of '_multiprocessing.SemLock' objects}
        3    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/connection.py:143(_check_writable)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:619(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/pool.py:266(__del__)
        6    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/parallel.py:1528(_print)
        3    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/connection.py:135(_check_closed)
        3    0.000    0.000    0.000    0.000 {method 'locked' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
        6    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/inspect.py:3015(parameters)
        2    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        3    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/context.py:187(get_context)
        2    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_array_api.py:89(_check_array_api_dispatch)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/inspect.py:292(isclass)
        1    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/ensemble/_base.py:125(_validate_estimator)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/_parallel_backends.py:157(retrieval_context)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/queue.py:206(_init)
        3    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/context.py:197(get_start_method)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:91(<dictcomp>)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:571(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/pool.py:938(_get_sentinels)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/contextlib.py:763(__init__)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/parallel.py:121(with_config)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/pool.py:351(_check_running)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:620(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/lib/_arraysetops_impl.py:140(_unique_dispatcher)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/parallel.py:611(__len__)
        2    0.000    0.000    0.000    0.000 {built-in method from_iterable}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/multiprocessing/util.py:44(sub_debug)
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:2333(_sum_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/_utils.py:67(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _operator.mul}
        2    0.000    0.000    0.000    0.000 {built-in method _operator.gt}
        2    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/sklearn/utils/_param_validation.py:308(is_satisfied_by)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/parallel.py:717(register_job)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/multiarray.py:180(concatenate)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/_parallel_backends.py:100(start_call)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/joblib/_parallel_backends.py:103(stop_call)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:2472(_any_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/shape_base.py:17(_atleast_1d_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:206(_reshape_dispatcher)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/treeple/_lib/sklearn/ensemble/_forest.py:100(_get_n_samples_bootstrap)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/_core/fromnumeric.py:2875(_cumsum_dispatcher)
        1    0.000    0.000    0.000    0.000 /home/clark/anaconda3/envs/treeple/lib/python3.11/site-packages/numpy/lib/_function_base_impl.py:894(_copy_dispatcher)


