
"AMD uProf (Version:5.0.1479.0)"
PERFORMANCE ANALYSIS REPORT

EXECUTION
Target Path:,"python3"
"__pyx_f_7treeple_4_lib_7sklearn_4tree_10_criterion_23ClassificationCriterion_update(__pyx_obj_7treeple_4_lib_7sklearn_4tree_10_criterion_ClassificationCriterion*, long)",20.7500,/home/clark/anaconda3/envs/treeple1/lib/python3.10/site-packages/treeple/_lib/sklearn/tree/_criterion.cpython-310-x86_64-linux-gnu.so
"__pyx_f_7treeple_4_lib_7sklearn_4tree_10_criterion_7Entropy_children_impurity(__pyx_obj_7treeple_4_lib_7sklearn_4tree_10_criterion_Entropy*, double*, double*)",5.7010,/home/clark/anaconda3/envs/treeple1/lib/python3.10/site-packages/treeple/_lib/sklearn/tree/_criterion.cpython-310-x86_64-linux-gnu.so
"__ieee754_log_fma",4.3830,/usr/lib/x86_64-linux-gnu/libm.so.6
"__pyx_f_7treeple_4tree_17_oblique_splitter_19BaseObliqueSplitter_compute_features_over_samples(__pyx_obj_7treeple_4tree_17_oblique_splitter_BaseObliqueSplitter*, long, long, __Pyx_memviewslice, __Pyx_memviewslice, std::vector<float, std::allocator<float> >*, std::vector<long, std::allocator<long> >*)",3.9290,/home/clark/anaconda3/envs/treeple1/lib/python3.10/site-packages/treeple/tree/_oblique_splitter.cpython-310-x86_64-linux-gnu.so
"__pyx_f_7treeple_4_lib_7sklearn_4tree_10_criterion_13BaseCriterion_proxy_impurity_improvement(__pyx_obj_7treeple_4_lib_7sklearn_4tree_10_criterion_BaseCriterion*)",2.3510,/home/clark/anaconda3/envs/treeple1/lib/python3.10/site-packages/treeple/_lib/sklearn/tree/_criterion.cpython-310-x86_64-linux-gnu.so
"blas_thread_server",1.8370,/home/clark/anaconda3/envs/treeple1/lib/python3.10/site-packages/numpy.libs/libscipy_openblas64_-6bb31eeb.so
"__pyx_f_7treeple_4_lib_7sklearn_4tree_6_utils_log(double)",1.7330,/home/clark/anaconda3/envs/treeple1/lib/python3.10/site-packages/treeple/_lib/sklearn/tree/_utils.cpython-310-x86_64-linux-gnu.so
"log@GLIBC_2.2.5",1.3530,/usr/lib/x86_64-linux-gnu/libm.so.6
"__pyx_f_7treeple_4tree_17_oblique_splitter_19BestObliqueSplitter_node_split(__pyx_obj_7treeple_4tree_17_oblique_splitter_BestObliqueSplitter*, __pyx_t_7treeple_4_lib_7sklearn_4tree_5_tree_ParentInfo*, __pyx_t_7treeple_4_lib_7sklearn_4tree_9_splitter_SplitRecord*)",1.2400,/home/clark/anaconda3/envs/treeple1/lib/python3.10/site-packages/treeple/tree/_oblique_splitter.cpython-310-x86_64-linux-gnu.so

Function Detail Data
Function,"CPU_TIME" (seconds)
"__pyx_f_7treeple_4tree_17_sklearn_splitter_introsort(float*, long*, long, int)" (DEBUG INFO NOT FOUND),26.7990

Function,"CPU_TIME" (seconds)
"__pyx_f_7treeple_4_lib_7sklearn_4tree_10_criterion_23ClassificationCriterion_update(__pyx_obj_7treeple_4_lib_7sklearn_4tree_10_criterion_ClassificationCriterion*, long)" (DEBUG INFO NOT FOUND),20.7500

Function,"CPU_TIME" (seconds)
"__pyx_f_7treeple_4_lib_7sklearn_4tree_10_criterion_7Entropy_children_impurity(__pyx_obj_7treeple_4_lib_7sklearn_4tree_10_criterion_Entropy*, double*, double*)" (DEBUG INFO NOT FOUND),5.7010

Function,"CPU_TIME" (seconds)
"__ieee754_log_fma" (SYSTEM MODULE FUNCTION),4.3830

Function,"CPU_TIME" (seconds)
"__pyx_f_7treeple_4tree_17_oblique_splitter_19BaseObliqueSplitter_compute_features_over_samples(__pyx_obj_7treeple_4tree_17_oblique_splitter_BaseObliqueSplitter*, long, long, __Pyx_memviewslice, __Pyx_memviewslice, std::vector<float, std::allocator<float> >*, std::vector<long, std::allocator<long> >*)" (DEBUG INFO NOT FOUND),3.9290

Function,"CPU_TIME" (seconds)
"__pyx_f_7treeple_4_lib_7sklearn_4tree_10_criterion_13BaseCriterion_proxy_impurity_improvement(__pyx_obj_7treeple_4_lib_7sklearn_4tree_10_criterion_BaseCriterion*)" (DEBUG INFO NOT FOUND),2.3510

Function,"CPU_TIME" (seconds)
"blas_thread_server" (DEBUG INFO NOT FOUND),1.8370

Function,"CPU_TIME" (seconds)
"__pyx_f_7treeple_4_lib_7sklearn_4tree_6_utils_log(double)" (DEBUG INFO NOT FOUND),1.7330

Function,"CPU_TIME" (seconds)
"log@GLIBC_2.2.5" (SYSTEM MODULE FUNCTION),1.3530

Function,"CPU_TIME" (seconds)
"__pyx_f_7treeple_4tree_17_oblique_splitter_19BestObliqueSplitter_node_split(__pyx_obj_7treeple_4tree_17_oblique_splitter_BestObliqueSplitter*, __pyx_t_7treeple_4_lib_7sklearn_4tree_5_tree_ParentInfo*, __pyx_t_7treeple_4_lib_7sklearn_4tree_9_splitter_SplitRecord*)" (DEBUG INFO NOT FOUND),1.2400

